,LogisticRegression
115,0.005185127258300781
116,0.008455753326416016
117,0.009001016616821289
118,0.008564949035644531
119,0.015869140625
120,0.006701946258544922
121,0.010085105895996094
122,0.009486198425292969
123,0.012449026107788086
124,0.011603116989135742
125,0.018047809600830078
126,0.009736061096191406
127,0.005353212356567383
128,0.011650800704956055
129,0.02826213836669922
130,0.02086496353149414
131,0.014992952346801758
132,0.007354021072387695
133,0.009062051773071289
134,0.015753984451293945
135,0.011623859405517578
136,0.007687807083129883
137,0.010591983795166016
138,0.015543222427368164
139,0.017115116119384766
140,0.00801396369934082
141,0.013584136962890625
142,0.00834512710571289
143,0.007198810577392578
144,0.009210824966430664
145,0.023553848266601562
146,0.008464813232421875
147,0.028928041458129883
148,0.009456872940063477
149,0.010100841522216797
150,0.013076066970825195
151,0.015400886535644531
152,0.011387825012207031
153,0.009268999099731445
154,0.00754094123840332
155,0.012614250183105469
156,0.017361164093017578
157,0.004946231842041016
158,0.014017105102539062
159,0.009927034378051758
160,0.01131892204284668
161,0.007188081741333008
162,0.022341012954711914
163,0.021640777587890625
164,0.009855985641479492
165,0.007704019546508789
166,0.00842905044555664
167,0.022851943969726562
168,0.03446698188781738
169,0.014270782470703125
170,0.01070404052734375
171,0.007730960845947266
172,0.010135173797607422
173,0.029896974563598633
174,0.009570121765136719
175,0.006715059280395508
176,0.018736839294433594
177,0.009412765502929688
178,0.009602785110473633
179,0.007175922393798828
180,0.005612850189208984
181,0.009156942367553711
182,0.005710124969482422
183,0.014603137969970703
184,0.007467985153198242
185,0.018943071365356445
186,0.006593942642211914
187,0.010551929473876953
188,0.012816905975341797
189,0.005057096481323242
190,0.007814168930053711
191,0.0065767765045166016
192,0.010599851608276367
193,0.016360044479370117
194,0.008942127227783203
195,0.009949922561645508
196,0.015604019165039062
197,0.0069959163665771484
198,0.008720874786376953
199,0.008641958236694336
200,0.009208202362060547
201,0.014035940170288086
202,0.00667119026184082
203,0.008493661880493164
204,0.007157802581787109
205,0.01450800895690918
206,0.0059621334075927734
207,0.017002344131469727
208,0.006704092025756836
209,0.008486032485961914
210,0.005849123001098633
211,0.007261991500854492
212,0.007436037063598633
213,0.006558895111083984
214,0.013505935668945312
215,0.018837928771972656
216,0.008675098419189453
217,0.007040977478027344
218,0.008910894393920898
219,0.00744318962097168
220,0.01158595085144043
221,0.017358064651489258
222,0.005057096481323242
223,0.010975122451782227
224,0.019971132278442383
225,0.014873981475830078
226,0.011712789535522461
227,0.013879060745239258
228,0.012403011322021484
229,0.01122593879699707
230,0.024336814880371094
231,0.010193347930908203
232,0.017525911331176758
233,0.012217044830322266
234,0.009579896926879883
235,0.008888006210327148
236,0.007203102111816406
237,0.009613990783691406
238,0.005843400955200195
239,0.006607770919799805
240,0.014499187469482422
241,0.010332107543945312
242,0.013711929321289062
243,0.007915019989013672
244,0.017604827880859375
245,0.012418031692504883
246,0.008141040802001953
247,0.012231111526489258
248,0.010361909866333008
249,0.015671968460083008
250,0.010318756103515625
251,0.00923299789428711
252,0.007600069046020508
253,0.011543035507202148
254,0.03613114356994629
255,0.01566910743713379
256,0.01264190673828125
257,0.026627063751220703
258,0.009991884231567383
259,0.006421089172363281
260,0.012783288955688477
261,0.017307758331298828
262,0.011189699172973633
263,0.007893085479736328
264,0.013684988021850586
265,0.013610124588012695
266,0.00914621353149414
267,0.01186990737915039
268,0.014085769653320312
269,0.00710296630859375
270,0.022090911865234375
271,0.027334213256835938
272,0.007809162139892578
273,0.013068199157714844
274,0.014235973358154297
275,0.011109113693237305
276,0.009682178497314453
277,0.012830972671508789
278,0.013511180877685547
279,0.009673833847045898
280,0.007915019989013672
281,0.012591123580932617
282,0.011946916580200195
283,0.013694047927856445
284,0.01382899284362793
285,0.028291702270507812
286,0.013345956802368164
287,0.013292074203491211
288,0.02455902099609375
289,0.010375022888183594
290,0.018838167190551758
291,0.012568235397338867
292,0.01724100112915039
293,0.008053064346313477
294,0.0074977874755859375
295,0.008201837539672852
296,0.009420156478881836
297,0.006845951080322266
298,0.008560895919799805
299,0.02315497398376465
